article_title,journal_name,author_names,corresponding_author_email,comparison,gene_symbol,logFC,mean_case,mean_control,p_value,n_case,n_control,FDR,dataset,species,axis,brain_region,time_after_TBI,severity,platform,gene_set,source_note,significant_nominal_0_05,significant_FDR_0_05,stage_correlation,n_samples,effect,comparison_short
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE319253_human_superior_frontal_cortex_CTE_vs_Control,MYL6,-0.3059499171727706,6.507168841987873,6.813118759160644,0.0147326426038474,6.0,6.0,0.274672530801229,GSE319253,human,human_brain_region_CTE,superior frontal cortex,,,,双硫死亡_肌动蛋白骨架靶蛋白,来自同文：葡萄糖饥饿下 SLC7A11-high 细胞的二硫键化肌动蛋白骨架蛋白。,True,False,,,-0.3059499171727706,319253 CTE vs Control
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE319253_human_superior_frontal_cortex_CTE_vs_Control,SLC3A2,0.3218847749734363,6.506657530526989,6.184772755553553,0.0546397819263603,6.0,6.0,0.3645031943302443,GSE319253,human,human_brain_region_CTE,superior frontal cortex,,,,双硫死亡_核心转运与应激,来自用户提供的 2023 Nature Cell Biology 双硫死亡文章：SLC7A11/SLC3A2/RPN1/NCKAP1 为 CRISPR suppressor hits，Rac-WRC 轴促进双硫死亡。,False,False,,,0.3218847749734363,319253 CTE vs Control
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE319253_human_superior_frontal_cortex_CTE_vs_Control,FLNA,0.630554149405695,8.106302347692031,7.475748198286336,0.0841526350995085,6.0,6.0,0.4204842164861629,GSE319253,human,human_brain_region_CTE,superior frontal cortex,,,,双硫死亡_肌动蛋白骨架靶蛋白,来自同文：葡萄糖饥饿下 SLC7A11-high 细胞的二硫键化肌动蛋白骨架蛋白。,False,False,,,0.630554149405695,319253 CTE vs Control
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE319253_human_superior_frontal_cortex_CTE_vs_Control,WASF2,0.4316581937613772,6.842662019457365,6.411003825695988,0.168177149023828,6.0,6.0,0.5348207902386792,GSE319253,human,human_brain_region_CTE,superior frontal cortex,,,,双硫死亡_核心转运与应激,来自用户提供的 2023 Nature Cell Biology 双硫死亡文章：SLC7A11/SLC3A2/RPN1/NCKAP1 为 CRISPR suppressor hits，Rac-WRC 轴促进双硫死亡。,False,False,,,0.4316581937613772,319253 CTE vs Control
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE319253_human_superior_frontal_cortex_CTE_vs_Control,TLN1,0.396055232208294,8.06647800715168,7.670422774943386,0.174724244432613,6.0,6.0,0.5348207902386792,GSE319253,human,human_brain_region_CTE,superior frontal cortex,,,,双硫死亡_肌动蛋白骨架靶蛋白,来自同文：葡萄糖饥饿下 SLC7A11-high 细胞的二硫键化肌动蛋白骨架蛋白。,False,False,,,0.396055232208294,319253 CTE vs Control
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE319253_human_superior_frontal_cortex_CTE_vs_Control,MYH9,0.1976661524307097,8.279316304597012,8.081650152166302,0.3916041263095433,6.0,6.0,0.6378428020069097,GSE319253,human,human_brain_region_CTE,superior frontal cortex,,,,双硫死亡_肌动蛋白骨架靶蛋白,来自同文：葡萄糖饥饿下 SLC7A11-high 细胞的二硫键化肌动蛋白骨架蛋白。,False,False,,,0.1976661524307097,319253 CTE vs Control
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE193407_human_prefrontal_BA9_any_CTE_vs_stage0,SLC7A11,0.5753208300832888,5.431661147717652,4.856340317634363,0.0004174863305287,78.0,58.0,0.1119156051610122,GSE193407,human,human_brain_CTE_stage,prefrontal cortex BA9,,,,双硫死亡_核心转运与应激,来自用户提供的 2023 Nature Cell Biology 双硫死亡文章：SLC7A11/SLC3A2/RPN1/NCKAP1 为 CRISPR suppressor hits，Rac-WRC 轴促进双硫死亡。,True,False,,,0.5753208300832888,193407 any CTE vs stage0
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE193407_human_prefrontal_BA9_any_CTE_vs_stage0,WASF2,0.355199236838442,6.226152946562785,5.870953709724343,0.0038406853604336,78.0,58.0,0.1529046042367902,GSE193407,human,human_brain_CTE_stage,prefrontal cortex BA9,,,,双硫死亡_核心转运与应激,来自用户提供的 2023 Nature Cell Biology 双硫死亡文章：SLC7A11/SLC3A2/RPN1/NCKAP1 为 CRISPR suppressor hits，Rac-WRC 轴促进双硫死亡。,True,False,,,0.355199236838442,193407 any CTE vs stage0
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE193407_human_prefrontal_BA9_any_CTE_vs_stage0,SLC3A2,0.2555938872786498,6.74837504365208,6.49278115637343,0.0057273529439884,78.0,58.0,0.1743295353845354,GSE193407,human,human_brain_CTE_stage,prefrontal cortex BA9,,,,双硫死亡_核心转运与应激,来自用户提供的 2023 Nature Cell Biology 双硫死亡文章：SLC7A11/SLC3A2/RPN1/NCKAP1 为 CRISPR suppressor hits，Rac-WRC 轴促进双硫死亡。,True,False,,,0.2555938872786498,193407 any CTE vs stage0
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE193407_human_prefrontal_BA9_any_CTE_vs_stage0,MYL6,0.109015766533445,7.664618318614334,7.555602552080889,0.0179223876819854,78.0,58.0,0.2775046775578111,GSE193407,human,human_brain_CTE_stage,prefrontal cortex BA9,,,,双硫死亡_肌动蛋白骨架靶蛋白,来自同文：葡萄糖饥饿下 SLC7A11-high 细胞的二硫键化肌动蛋白骨架蛋白。,True,False,,,0.109015766533445,193407 any CTE vs stage0
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE193407_human_prefrontal_BA9_any_CTE_vs_stage0,TLN1,0.2103936835766466,7.079396871066981,6.869003187490335,0.0266412961372821,78.0,58.0,0.3280116115491353,GSE193407,human,human_brain_CTE_stage,prefrontal cortex BA9,,,,双硫死亡_肌动蛋白骨架靶蛋白,来自同文：葡萄糖饥饿下 SLC7A11-high 细胞的二硫键化肌动蛋白骨架蛋白。,True,False,,,0.2103936835766466,193407 any CTE vs stage0
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE193407_human_prefrontal_BA9_any_CTE_vs_stage0,FLNA,0.1914648917795363,7.320374320760218,7.128909428980682,0.0275089969597459,78.0,58.0,0.3323652957324697,GSE193407,human,human_brain_CTE_stage,prefrontal cortex BA9,,,,双硫死亡_肌动蛋白骨架靶蛋白,来自同文：葡萄糖饥饿下 SLC7A11-high 细胞的二硫键化肌动蛋白骨架蛋白。,True,False,,,0.1914648917795363,193407 any CTE vs stage0
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE193407_human_prefrontal_BA9_any_CTE_vs_stage0,MYH9,0.1153073086453879,7.487024433244763,7.371717124599375,0.077084736615641,78.0,58.0,0.5125720550872304,GSE193407,human,human_brain_CTE_stage,prefrontal cortex BA9,,,,双硫死亡_肌动蛋白骨架靶蛋白,来自同文：葡萄糖饥饿下 SLC7A11-high 细胞的二硫键化肌动蛋白骨架蛋白。,False,False,,,0.1153073086453879,193407 any CTE vs stage0
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE193407_human_prefrontal_BA9_any_CTE_vs_stage0,ACTB,0.163949444391461,9.956681749883556,9.792732305492097,0.1507814142448148,78.0,58.0,0.6536252951211422,GSE193407,human,human_brain_CTE_stage,prefrontal cortex BA9,,,,双硫死亡_肌动蛋白骨架靶蛋白,来自同文：葡萄糖饥饿下 SLC7A11-high 细胞的二硫键化肌动蛋白骨架蛋白。,False,False,,,0.163949444391461,193407 any CTE vs stage0
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE193407_human_prefrontal_BA9_late_CTE_stage3_4_vs_stage0,SLC7A11,0.6434950330922256,5.499835350726588,4.856340317634363,0.0001136060289637,61.0,58.0,0.0210469512850926,GSE193407,human,human_brain_CTE_stage,prefrontal cortex BA9,,,,双硫死亡_核心转运与应激,来自用户提供的 2023 Nature Cell Biology 双硫死亡文章：SLC7A11/SLC3A2/RPN1/NCKAP1 为 CRISPR suppressor hits，Rac-WRC 轴促进双硫死亡。,True,True,,,0.6434950330922256,193407 late CTE stage3 4 vs stage0
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE193407_human_prefrontal_BA9_late_CTE_stage3_4_vs_stage0,WASF2,0.4674969352249993,6.338450644949343,5.870953709724343,0.0002512848361937,61.0,58.0,0.0254630672962917,GSE193407,human,human_brain_CTE_stage,prefrontal cortex BA9,,,,双硫死亡_核心转运与应激,来自用户提供的 2023 Nature Cell Biology 双硫死亡文章：SLC7A11/SLC3A2/RPN1/NCKAP1 为 CRISPR suppressor hits，Rac-WRC 轴促进双硫死亡。,True,True,,,0.4674969352249993,193407 late CTE stage3 4 vs stage0
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE193407_human_prefrontal_BA9_late_CTE_stage3_4_vs_stage0,SLC3A2,0.3352314629797686,6.828012619353198,6.49278115637343,0.0005030500360005,61.0,58.0,0.0319254003816117,GSE193407,human,human_brain_CTE_stage,prefrontal cortex BA9,,,,双硫死亡_核心转运与应激,来自用户提供的 2023 Nature Cell Biology 双硫死亡文章：SLC7A11/SLC3A2/RPN1/NCKAP1 为 CRISPR suppressor hits，Rac-WRC 轴促进双硫死亡。,True,True,,,0.3352314629797686,193407 late CTE stage3 4 vs stage0
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE193407_human_prefrontal_BA9_late_CTE_stage3_4_vs_stage0,TLN1,0.2874227748874842,7.156425962377819,6.869003187490335,0.0030760922847701,61.0,58.0,0.0787969393784497,GSE193407,human,human_brain_CTE_stage,prefrontal cortex BA9,,,,双硫死亡_肌动蛋白骨架靶蛋白,来自同文：葡萄糖饥饿下 SLC7A11-high 细胞的二硫键化肌动蛋白骨架蛋白。,True,False,,,0.2874227748874842,193407 late CTE stage3 4 vs stage0
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE193407_human_prefrontal_BA9_late_CTE_stage3_4_vs_stage0,MYL6,0.1169721390823239,7.672574691163213,7.555602552080889,0.0193601165496055,61.0,58.0,0.2257124652662799,GSE193407,human,human_brain_CTE_stage,prefrontal cortex BA9,,,,双硫死亡_肌动蛋白骨架靶蛋白,来自同文：葡萄糖饥饿下 SLC7A11-high 细胞的二硫键化肌动蛋白骨架蛋白。,True,False,,,0.1169721390823239,193407 late CTE stage3 4 vs stage0
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE193407_human_prefrontal_BA9_late_CTE_stage3_4_vs_stage0,FLNA,0.2165109254910513,7.345420354471734,7.128909428980682,0.0215849874638,61.0,58.0,0.237060032978178,GSE193407,human,human_brain_CTE_stage,prefrontal cortex BA9,,,,双硫死亡_肌动蛋白骨架靶蛋白,来自同文：葡萄糖饥饿下 SLC7A11-high 细胞的二硫键化肌动蛋白骨架蛋白。,True,False,,,0.2165109254910513,193407 late CTE stage3 4 vs stage0
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE193407_human_prefrontal_BA9_late_CTE_stage3_4_vs_stage0,MYH9,0.1344274080982979,7.506144532697673,7.371717124599375,0.0538274386780069,61.0,58.0,0.3699260536564028,GSE193407,human,human_brain_CTE_stage,prefrontal cortex BA9,,,,双硫死亡_肌动蛋白骨架靶蛋白,来自同文：葡萄糖饥饿下 SLC7A11-high 细胞的二硫键化肌动蛋白骨架蛋白。,False,False,,,0.1344274080982979,193407 late CTE stage3 4 vs stage0
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE193407_human_prefrontal_BA9_late_CTE_stage3_4_vs_stage0,ACTB,0.1144331339142628,9.907165439406358,9.792732305492097,0.349986448552519,61.0,58.0,0.6552019647633365,GSE193407,human,human_brain_CTE_stage,prefrontal cortex BA9,,,,双硫死亡_肌动蛋白骨架靶蛋白,来自同文：葡萄糖饥饿下 SLC7A11-high 细胞的二硫键化肌动蛋白骨架蛋白。,False,False,,,0.1144331339142628,193407 late CTE stage3 4 vs stage0
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE193407_human_prefrontal_BA9_CTE_stage_trend,WASF2,,,,1.667946924432124e-05,,,0.0045433953543895,GSE193407,human,human_brain_CTE_stage_trend,prefrontal cortex BA9,,,,双硫死亡_核心转运与应激,来自用户提供的 2023 Nature Cell Biology 双硫死亡文章：SLC7A11/SLC3A2/RPN1/NCKAP1 为 CRISPR suppressor hits，Rac-WRC 轴促进双硫死亡。,True,True,0.3600376064078507,136.0,0.3600376064078507,193407 CTE stage trend
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE193407_human_prefrontal_BA9_CTE_stage_trend,SLC7A11,,,,3.810390510519817e-05,,,0.0052951584083268,GSE193407,human,human_brain_CTE_stage_trend,prefrontal cortex BA9,,,,双硫死亡_核心转运与应激,来自用户提供的 2023 Nature Cell Biology 双硫死亡文章：SLC7A11/SLC3A2/RPN1/NCKAP1 为 CRISPR suppressor hits，Rac-WRC 轴促进双硫死亡。,True,True,0.3454286701488773,136.0,0.3454286701488773,193407 CTE stage trend
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE193407_human_prefrontal_BA9_CTE_stage_trend,SLC3A2,,,,0.0001926115994171,,,0.0104178728641027,GSE193407,human,human_brain_CTE_stage_trend,prefrontal cortex BA9,,,,双硫死亡_核心转运与应激,来自用户提供的 2023 Nature Cell Biology 双硫死亡文章：SLC7A11/SLC3A2/RPN1/NCKAP1 为 CRISPR suppressor hits，Rac-WRC 轴促进双硫死亡。,True,True,0.3144698768150457,136.0,0.3144698768150457,193407 CTE stage trend
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE193407_human_prefrontal_BA9_CTE_stage_trend,TLN1,,,,0.0004153516408524,,,0.0155545072380141,GSE193407,human,human_brain_CTE_stage_trend,prefrontal cortex BA9,,,,双硫死亡_肌动蛋白骨架靶蛋白,来自同文：葡萄糖饥饿下 SLC7A11-high 细胞的二硫键化肌动蛋白骨架蛋白。,True,True,0.298529109987537,136.0,0.298529109987537,193407 CTE stage trend
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE193407_human_prefrontal_BA9_CTE_stage_trend,FLNA,,,,0.0051116334069062,,,0.0758246913034087,GSE193407,human,human_brain_CTE_stage_trend,prefrontal cortex BA9,,,,双硫死亡_肌动蛋白骨架靶蛋白,来自同文：葡萄糖饥饿下 SLC7A11-high 细胞的二硫键化肌动蛋白骨架蛋白。,True,False,0.238810844001477,136.0,0.238810844001477,193407 CTE stage trend
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE193407_human_prefrontal_BA9_CTE_stage_trend,MYL6,,,,0.0075355085134253,,,0.0972851454008816,GSE193407,human,human_brain_CTE_stage_trend,prefrontal cortex BA9,,,,双硫死亡_肌动蛋白骨架靶蛋白,来自同文：葡萄糖饥饿下 SLC7A11-high 细胞的二硫键化肌动蛋白骨架蛋白。,True,False,0.2282139871256923,136.0,0.2282139871256923,193407 CTE stage trend
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE193407_human_prefrontal_BA9_CTE_stage_trend,MYH9,,,,0.0188706218888378,,,0.1707852625047632,GSE193407,human,human_brain_CTE_stage_trend,prefrontal cortex BA9,,,,双硫死亡_肌动蛋白骨架靶蛋白,来自同文：葡萄糖饥饿下 SLC7A11-high 细胞的二硫键化肌动蛋白骨架蛋白。,True,False,0.2011401970102822,136.0,0.2011401970102822,193407 CTE stage trend
Transcriptomic Prioritization of a Disulfidptosis-Like Transporter-Actin Stress Axis After Traumatic Brain Injury,Neurochemical Research,Chenxu Zhang and Mingyang Zhang,mingyangzhang@suda.edu.cn,GSE193407_human_prefrontal_BA9_CTE_stage_trend,ACTB,,,,0.4206850729321389,,,0.7098271462516637,GSE193407,human,human_brain_CTE_stage_trend,prefrontal cortex BA9,,,,双硫死亡_肌动蛋白骨架靶蛋白,来自同文：葡萄糖饥饿下 SLC7A11-high 细胞的二硫键化肌动蛋白骨架蛋白。,False,False,0.0696068717083217,136.0,0.0696068717083217,193407 CTE stage trend
